datetime;season;holiday;workingday;weather;temp;atemp;humidity;windspeed;casual;registered;count;Порядковый номер;;;
02.09.2011 07:00;3;0;1;1;24,6;28,03;83;7,0015;6;253;259;3634;;;
12.10.2011 07:00;4;0;1;2;22,14;25,76;88;26,0027;15;244;259;4327;;;
10.04.2012 12:00;2;0;1;1;22,14;25,76;22;19,0012;75;184;259;7013;;;
12.04.2012 12:00;2;0;1;1;18,86;22,725;41;30,0026;60;199;259;7060;;;
09.05.2012 15:00;2;0;1;2;26,24;31,06;53;7,0015;68;191;259;7447;;;
19.05.2012 21:00;2;0;0;1;26,24;31,06;50;0;81;178;259;7693;;;
11.06.2012 14:00;2;0;1;2;33,62;36,365;34;19,0012;66;193;259;7950;;;
11.06.2012 15:00;2;0;1;1;32,8;35,605;41;23,9994;72;187;259;7951;;;
19.06.2012 15:00;2;0;1;1;31,98;37,12;59;11,0014;72;187;259;8143;;;
09.08.2012 22:00;3;0;1;2;27,06;31,06;69;15,0013;41;218;259;8822;;;
10.11.2012 09:00;4;0;0;1;14,76;17,425;66;12,998;43;216;259;10200;;;
19.11.2012 20:00;4;0;1;2;15,58;19,695;62;16,9979;7;252;259;10427;;;
06.05.2011 15:00;2;0;1;1;24,6;31,06;38;26,0027;89;171;260;1914;;;
01.07.2011 09:00;3;0;1;1;30,34;32,575;35;11,0014;58;202;260;2700;;;
13.08.2011 10:00;3;0;0;2;29,52;34,85;74;15,0013;97;163;260;3445;;;
02.09.2011 12:00;3;0;1;2;27,06;31,06;69;15,0013;82;178;260;3639;;;
18.09.2011 10:00;3;0;0;1;20,5;24,24;72;11,0014;82;178;260;4018;;;
06.10.2011 20:00;4;0;1;1;20,5;24,24;77;7,0015;29;231;260;4196;;;
05.03.2012 07:00;1;0;1;1;7,38;9,85;59;8,9981;7;253;260;6434;;;
07.03.2012 20:00;1;0;1;1;20,5;24,24;51;16,9979;18;242;260;6495;;;
16.03.2012 13:00;1;0;1;2;18,86;22,725;77;6,0032;52;208;260;6703;;;
19.03.2012 14:00;1;0;1;2;26,24;31,06;57;12,998;60;200;260;6776;;;
18.04.2012 20:00;2;0;1;2;17,22;21,21;77;7,0015;8;252;260;7212;;;
06.08.2012 11:00;3;0;1;1;31,16;36,365;66;8,9981;108;152;260;8739;;;
09.08.2012 11:00;3;0;1;1;34,44;37,88;44;0;94;166;260;8811;;;
16.08.2012 15:00;3;0;1;1;32,8;34,85;33;16,9979;63;197;260;8983;;;
02.10.2012 07:00;4;0;1;3;23,78;27,275;83;7,0015;4;256;260;9551;;;
05.10.2012 10:00;4;0;1;1;27,06;31,06;54;0;68;192;260;9626;;;
09.10.2012 12:00;4;0;1;2;19,68;23,485;69;12,998;43;217;260;9724;;;
11.10.2012 21:00;4;0;1;1;17,22;21,21;62;8,9981;24;236;260;9781;;;
15.10.2012 15:00;4;0;1;1;24,6;28,79;78;22,0028;70;190;260;9871;;;
14.11.2012 15:00;4;0;1;1;14,76;16,665;43;19,0012;32;228;260;10302;;;
03.12.2012 14:00;4;0;1;1;24,6;31,06;53;0;51;209;260;10493;;;
16.06.2011 09:00;2;0;1;2;25,42;30,305;65;12,998;29;232;261;2604;;;
14.07.2011 21:00;3;0;1;1;27,06;31,06;50;8,9981;58;203;261;3024;;;
15.07.2011 21:00;3;0;1;1;27,06;31,06;54;7,0015;75;186;261;3048;;;
14.09.2011 20:00;3;0;1;2;29,52;33,335;58;27,9993;40;221;261;3932;;;
15.09.2011 17:00;3;0;1;3;19,68;23,485;82;31,0009;31;230;261;3953;;;
04.10.2011 20:00;4;0;1;1;21,32;25;68;15,0013;25;236;261;4148;;;
19.02.2012 13:00;1;0;0;1;12,3;15,15;49;11,0014;64;197;261;6320;;;
11.06.2012 12:00;2;0;1;2;32,8;36,365;43;12,998;63;198;261;7948;;;
07.08.2012 14:00;3;0;1;2;33,62;37,88;46;0;76;185;261;8766;;;
18.08.2012 22:00;3;0;0;1;27,06;31,06;61;0;90;171;261;9038;;;
03.09.2012 20:00;3;1;0;1;29,52;34,09;76;7,0015;78;183;261;9132;;;
17.07.2011 20:00;3;0;0;1;31,16;35,605;58;16,9979;85;177;262;3095;;;
06.11.2011 10:00;4;0;0;1;14,76;18,18;66;6,0032;76;186;262;4641;;;
06.12.2011 17:00;4;0;1;2;18,86;22,725;100;15,0013;13;249;262;5104;;;
10.02.2012 19:00;1;0;1;2;13,12;17,425;57;0;16;246;262;6110;;;
14.02.2012 09:00;1;0;1;2;10,66;14,395;56;6,0032;6;256;262;6196;;;
02.03.2012 07:00;1;0;1;1;12,3;16,665;70;0;4;258;262;6362;;;
19.04.2012 15:00;2;0;1;1;24,6;31,06;43;0;66;196;262;7231;;;
07.05.2012 15:00;2;0;1;2;25,42;31,06;53;19,9995;76;186;262;7399;;;
02.08.2012 22:00;3;0;1;1;30,34;34,85;70;12,998;35;227;262;8654;;;
01.10.2012 20:00;4;0;1;3;22,14;25,76;68;0;11;251;262;9540;;;
02.11.2012 14:00;4;0;1;2;16,4;20,455;40;32,9975;63;199;262;10014;;;
09.11.2012 12:00;4;0;1;1;18,04;21,97;41;22,0028;48;214;262;10179;;;
10.04.2011 13:00;2;0;0;1;18,86;22,725;82;7,0015;121;142;263;1553;;;
15.04.2011 18:00;2;1;0;2;18,86;22,725;67;26,0027;47;216;263;1677;;;
01.07.2011 12:00;3;0;1;1;32,8;34,85;26;0;83;180;263;2703;;;
19.08.2011 07:00;3;0;1;2;27,06;30,305;83;6,0032;12;251;263;3586;;;
19.09.2011 16:00;3;0;1;2;24,6;30,305;60;11,0014;55;208;263;4048;;;
18.01.2012 07:00;1;0;1;1;13,12;14,395;42;23,9994;1;262;263;5835;;;
13.02.2012 19:00;1;0;1;1;13,94;16,665;25;8,9981;7;256;263;6182;;;
04.03.2012 17:00;1;0;0;1;13,94;14,395;31;36,9974;49;214;263;6420;;;
19.03.2012 13:00;1;0;1;1;25,42;30,305;61;16,9979;69;194;263;6775;;;
16.04.2012 13:00;2;1;0;1;30,34;33,335;45;19,9995;79;184;263;7157;;;
07.05.2012 12:00;2;0;1;2;22,96;26,515;68;15,0013;74;189;263;7396;;;
08.05.2012 12:00;2;0;1;2;25,42;30,305;65;22,0028;60;203;263;7420;;;
15.05.2012 20:00;2;0;1;3;26,24;30,305;73;8,9981;30;233;263;7596;;;
16.05.2012 14:00;2;0;1;1;29,52;32,575;42;6,0032;42;221;263;7614;;;
13.07.2012 22:00;3;0;1;1;30,34;33,335;45;0;59;204;263;8462;;;
01.08.2012 14:00;3;0;1;1;33,62;37,88;46;11,0014;88;175;263;8622;;;
03.08.2012 11:00;3;0;1;2;34,44;39,395;49;19,0012;77;186;263;8667;;;
15.10.2012 11:00;4;0;1;2;24,6;29,545;73;26,0027;88;175;263;9867;;;
01.05.2011 10:00;2;0;0;2;19,68;23,485;63;12,998;109;155;264;1789;;;
01.06.2011 19:00;2;0;1;2;30,34;35,605;79;11,0014;16;248;264;2254;;;
11.06.2011 10:00;2;0;0;1;30,34;34,09;58;11,0014;91;173;264;2485;;;
11.06.2011 19:00;2;0;0;1;28,7;32,575;65;12,998;97;167;264;2494;;;
03.07.2011 10:00;3;0;0;1;30,34;34,85;66;11,0014;131;133;264;2749;;;
09.07.2011 10:00;3;0;0;1;31,16;34,85;52;11,0014;87;177;264;2893;;;
12.08.2011 07:00;3;0;1;1;26,24;31,06;44;11,0014;17;247;264;3418;;;
09.12.2011 09:00;4;0;1;1;10,66;14,395;81;6,0032;8;256;264;5168;;;
01.02.2012 20:00;1;0;1;1;21,32;25;52;11,0014;10;254;264;5896;;;
07.03.2012 09:00;1;0;1;1;12,3;13,635;61;22,0028;12;252;264;6484;;;
13.03.2012 15:00;1;0;1;1;28,7;31,82;39;15,0013;68;196;264;6633;;;
19.04.2012 12:00;2;0;1;1;22,14;25,76;49;0;51;213;264;7228;;;
15.05.2012 12:00;2;0;1;1;26,24;30,305;73;12,998;44;220;264;7588;;;
08.06.2012 11:00;2;0;1;1;28,7;31,82;42;16,9979;65;199;264;7875;;;
05.10.2012 22:00;4;0;1;1;24,6;29,545;73;19,0012;63;201;264;9638;;;
12.11.2012 07:00;4;1;0;1;16,4;20,455;87;0;16;248;264;10246;;;
03.05.2011 07:00;2;0;1;2;22,14;25,76;88;15,0013;17;248;265;1834;;;
07.07.2011 16:00;3;0;1;1;35,26;38,635;39;15,0013;47;218;265;2851;;;
15.07.2011 14:00;3;0;1;1;28,7;32,575;51;12,998;105;160;265;3041;;;
18.07.2011 16:00;3;0;1;1;34,44;40,15;53;19,0012;45;220;265;3115;;;
10.10.2011 10:00;4;1;0;1;22,96;26,515;73;11,0014;107;158;265;4282;;;
02.12.2011 19:00;4;0;1;1;13,94;15,91;53;16,9979;13;252;265;5010;;;
01.01.2012 15:00;1;0;0;1;18,86;22,725;51;19,9995;101;164;265;5438;;;
05.01.2012 19:00;1;0;1;1;13,94;17,425;34;6,0032;10;255;265;5537;;;
15.03.2012 12:00;1;0;1;2;25,42;31,06;50;8,9981;59;206;265;6678;;;
14.04.2012 09:00;2;0;0;1;17,22;21,21;54;8,9981;59;206;265;7105;;;
18.04.2012 09:00;2;0;1;3;19,68;23,485;44;19,9995;20;245;265;7201;;;
03.05.2012 13:00;2;0;1;1;24,6;29,545;69;12,998;48;217;265;7301;;;
04.06.2012 21:00;2;0;1;1;23,78;27,275;49;16,9979;40;225;265;7789;;;
07.06.2012 14:00;2;0;1;1;29,52;32,575;37;16,9979;67;198;265;7854;;;
14.06.2012 12:00;2;0;1;2;27,06;31,06;61;15,0013;55;210;265;8020;;;
10.07.2012 15:00;3;0;1;1;32,8;35,605;41;15,0013;77;188;265;8383;;;
01.05.2011 15:00;2;0;0;2;20,5;24,24;72;0;113;153;266;1794;;;
01.06.2011 16:00;2;0;1;1;35,26;40,15;47;19,9995;39;227;266;2251;;;
07.08.2011 10:00;3;0;0;1;32,8;40,15;66;8,9981;88;178;266;3301;;;
02.11.2011 16:00;4;0;1;1;19,68;23,485;51;7,0015;35;231;266;4551;;;
11.12.2011 15:00;4;0;0;1;12,3;16,665;26;0;47;219;266;5222;;;
14.02.2012 16:00;1;0;1;1;17,22;21,21;35;19,9995;15;251;266;6203;;;
09.05.2012 13:00;2;0;1;2;26,24;31,06;53;16,9979;50;216;266;7445;;;
10.06.2012 09:00;2;0;0;1;28,7;32,575;58;0;91;175;266;7921;;;
09.07.2012 12:00;3;0;1;2;30,34;34,09;58;8,9981;61;205;266;8356;;;
15.08.2012 15:00;3;0;1;1;31,16;34,85;52;16,9979;70;196;266;8959;;;
05.09.2012 12:00;3;0;1;1;31,98;38,635;70;7,0015;49;217;266;9172;;;
13.10.2012 09:00;4;0;0;1;14,76;18,18;50;6,0032;46;220;266;9817;;;
12.11.2012 10:00;4;1;0;1;19,68;23,485;77;11,0014;82;184;266;10249;;;
19.03.2011 12:00;1;0;0;1;18,86;22,725;33;27,9993;126;141;267;1312;;;
05.04.2011 18:00;2;0;1;1;15,58;19,695;40;32,9975;19;248;267;1438;;;
07.05.2011 19:00;2;0;0;1;22,96;26,515;43;12,998;88;179;267;1942;;;
06.06.2011 16:00;2;0;1;1;31,16;33,335;33;8,9981;34;233;267;2371;;;
10.06.2011 07:00;2;0;1;1;29,52;34,09;66;7,0015;25;242;267;2458;;;
08.08.2011 07:00;3;0;1;1;29,52;34,09;62;19,9995;18;249;267;3322;;;
03.11.2011 16:00;4;0;1;1;21,32;25;48;12,998;33;234;267;4575;;;
13.12.2011 19:00;4;0;1;1;13,12;15,91;49;11,0014;5;262;267;5274;;;
01.01.2012 14:00;1;0;0;1;18,04;21,97;54;19,9995;120;147;267;5437;;;
03.02.2012 19:00;1;0;1;1;13,94;17,425;49;7,0015;11;256;267;5943;;;
09.02.2012 07:00;1;0;1;1;8,2;9,85;69;16,9979;4;263;267;6074;;;
14.03.2012 12:00;1;0;1;2;26,24;31,06;29;0;55;212;267;6654;;;
19.04.2012 21:00;2;0;1;1;21,32;25;55;7,0015;27;240;267;7237;;;
16.05.2012 11:00;2;0;1;1;28,7;32,575;54;8,9981;55;212;267;7611;;;
05.06.2012 13:00;2;0;1;2;24,6;31,06;46;11,0014;66;201;267;7805;;;
09.08.2012 15:00;3;0;1;1;36,08;38,635;32;15,0013;63;204;267;8815;;;
04.10.2012 14:00;4;0;1;1;28,7;32,575;61;16,9979;56;211;267;9606;;;
05.10.2012 21:00;4;0;1;1;24,6;29,545;69;15,0013;47;220;267;9637;;;
01.11.2012 21:00;4;0;1;2;15,58;19,695;54;8,9981;29;238;267;9997;;;
14.11.2012 20:00;4;0;1;1;12,3;15,91;52;6,0032;15;252;267;10307;;;
16.11.2012 15:00;4;0;1;1;17,22;21,21;38;8,9981;30;237;267;10350;;;
02.03.2011 17:00;1;0;1;1;20,5;24,24;23;19,0012;30;238;268;919;;;
08.05.2011 18:00;2;0;0;1;23,78;27,275;49;0;63;205;268;1965;;;
10.07.2011 10:00;3;0;0;1;31,16;34,85;55;8,9981;95;173;268;2917;;;
10.07.2011 20:00;3;0;0;1;31,16;34,85;55;12,998;101;167;268;2927;;;
13.10.2011 18:00;4;0;1;3;25,42;28,79;83;16,9979;20;248;268;4362;;;
11.12.2011 13:00;4;0;0;1;12,3;16,665;31;0;44;224;268;5220;;;
14.12.2011 19:00;4;0;1;2;14,76;18,18;62;7,0015;9;259;268;5298;;;
10.02.2012 16:00;1;0;1;2;13,94;15,91;42;16,9979;28;240;268;6107;;;
09.03.2012 07:00;1;0;1;2;15,58;19,695;40;19,9995;6;262;268;6530;;;
12.03.2012 07:00;1;0;1;1;13,94;17,425;53;7,0015;9;259;268;6601;;;
02.04.2012 14:00;2;0;1;1;18,86;22,725;31;27,9993;127;141;268;6823;;;
04.04.2012 15:00;2;0;1;2;26,24;31,06;44;19,0012;86;182;268;6872;;;
05.04.2012 11:00;2;0;1;2;17,22;21,21;38;15,0013;109;159;268;6892;;;
13.07.2012 10:00;3;0;1;2;30,34;33,335;48;0;78;190;268;8450;;;
04.09.2012 21:00;3;0;1;1;30,34;35,605;74;16,9979;28;240;268;9157;;;
18.10.2012 11:00;4;0;1;2;22,96;26,515;56;15,0013;79;189;268;9939;;;
03.12.2012 12:00;4;0;1;1;21,32;25;68;11,0014;40;228;268;10491;;;
03.12.2012 15:00;4;0;1;1;24,6;31,06;56;0;58;210;268;10494;;;
12.12.2012 20:00;4;0;1;1;12,3;14,395;52;19,0012;25;243;268;10715;;;
18.12.2012 20:00;4;0;1;1;14,76;16,665;50;16,9979;4;264;268;10859;;;
02.05.2011 16:00;2;0;1;1;27,06;31,06;61;15,0013;49;220;269;1819;;;
05.05.2011 16:00;2;0;1;1;23,78;27,275;24;27,9993;36;233;269;1891;;;
01.07.2011 20:00;3;0;1;1;29,52;32,575;42;15,0013;84;185;269;2711;;;
07.08.2011 11:00;3;0;0;1;33,62;41,665;63;0;113;156;269;3302;;;
13.08.2011 17:00;3;0;0;2;29,52;34,85;74;16,9979;97;172;269;3452;;;
05.04.2012 15:00;2;0;1;1;20,5;24,24;31;7,0015;98;171;269;6896;;;
01.05.2012 12:00;2;0;1;2;28,7;32,575;58;15,0013;41;228;269;7252;;;
05.05.2012 21:00;2;0;0;2;23,78;27,275;78;15,0013;86;183;269;7357;;;
14.07.2012 21:00;3;0;0;1;28,7;33,335;84;15,0013;69;200;269;8485;;;
04.08.2012 22:00;3;0;0;1;31,16;36,365;66;19,0012;104;165;269;8702;;;
10.10.2012 21:00;4;0;1;1;20,5;24,24;51;23,9994;18;251;269;9757;;;
18.12.2012 11:00;4;0;1;1;19,68;23,485;63;15,0013;58;211;269;10850;;;
13.05.2011 19:00;2;0;1;2;21,32;25;83;12,998;25;245;270;2086;;;
05.07.2011 07:00;3;0;1;1;28,7;32,575;65;6,0032;22;248;270;2794;;;
08.07.2011 19:00;3;0;1;1;27,06;30,305;83;6,0032;45;225;270;2878;;;
05.08.2011 07:00;3;0;1;1;27,06;30,305;78;8,9981;23;247;270;3250;;;
07.10.2011 15:00;4;0;1;1;27,06;31,06;41;0;68;202;270;4215;;;
03.02.2012 09:00;1;0;1;1;9,84;11,365;65;12,998;18;252;270;5933;;;
04.02.2012 11:00;1;0;0;1;12,3;16,665;70;0;46;224;270;5959;;;
11.05.2012 21:00;2;0;1;1;24,6;30,305;28;7,0015;45;225;270;7501;;;
17.05.2012 14:00;2;0;1;1;26,24;31,06;38;12,998;68;202;270;7638;;;
04.06.2012 14:00;2;0;1;1;25,42;31,06;41;32,9975;84;186;270;7782;;;
08.07.2012 17:00;3;0;0;1;31,98;37,12;59;0;68;202;270;8337;;;
02.08.2012 15:00;3;0;1;1;31,98;37,12;62;31,0009;68;202;270;8647;;;
19.08.2012 09:00;3;0;0;2;27,06;31,06;74;0;86;184;270;9049;;;
06.09.2012 15:00;3;0;1;1;30,34;34,85;66;12,998;42;228;270;9199;;;
17.10.2012 14:00;4;0;1;2;22,96;26,515;43;11,0014;82;188;270;9918;;;
04.12.2012 14:00;4;0;1;2;23,78;27,275;56;15,0013;39;231;270;10517;;;
06.12.2012 15:00;4;0;1;1;13,12;17,425;39;0;38;232;270;10566;;;
11.12.2012 15:00;4;0;1;2;15,58;19,695;50;15,0013;20;250;270;10686;;;
14.03.2011 17:00;1;0;1;1;15,58;19,695;40;12,998;42;229;271;1200;;;
03.05.2011 16:00;2;0;1;1;29,52;33,335;54;31,0009;46;225;271;1843;;;
05.05.2011 07:00;2;0;1;1;15,58;19,695;58;16,9979;16;255;271;1882;;;
02.07.2011 10:00;3;0;0;1;32,8;35,605;36;0;103;168;271;2725;;;
03.08.2011 07:00;3;0;1;2;30,34;33,335;51;15,0013;19;252;271;3202;;;
15.11.2011 16:00;4;0;1;2;21,32;25;68;8,9981;31;240;271;4863;;;
17.03.2012 20:00;1;0;0;1;22,96;26,515;64;12,998;89;182;271;6734;;;
16.04.2012 12:00;2;1;0;1;27,88;31,82;57;16,9979;75;196;271;7156;;;
16.04.2012 21:00;2;1;0;1;27,88;31,82;51;16,9979;39;232;271;7165;;;
10.05.2012 15:00;2;0;1;1;22,14;25,76;37;26,0027;79;192;271;7471;;;
12.07.2012 15:00;3;0;1;1;32,8;35,605;36;12,998;63;208;271;8431;;;
11.08.2012 09:00;3;0;0;1;27,88;31,82;79;12,998;54;217;271;8857;;;
10.10.2012 14:00;4;0;1;1;24,6;31,06;40;11,0014;63;208;271;9750;;;
17.11.2012 18:00;4;0;0;1;14,76;18,18;50;7,0015;34;237;271;10377;;;
13.12.2012 13:00;4;0;1;1;14,76;17,425;34;12,998;41;230;271;10732;;;
18.02.2011 08:00;1;0;1;2;17,22;21,21;77;12,998;26;246;272;838;;;
14.05.2011 17:00;2;0;0;2;22,96;26,515;88;12,998;78;194;272;2108;;;
16.05.2011 07:00;2;0;1;1;21,32;25;83;19,0012;27;245;272;2146;;;
16.06.2011 17:00;2;0;1;2;26,24;29,545;78;7,0015;42;230;272;2612;;;
13.09.2011 20:00;3;0;1;1;27,06;31,06;74;12,998;31;241;272;3908;;;
10.11.2011 07:00;4;0;1;2;15,58;19,695;94;11,0014;6;266;272;4734;;;
06.01.2012 19:00;1;0;1;1;18,86;22,725;33;19,0012;11;261;272;5561;;;
05.02.2012 15:00;1;0;0;2;12,3;14,395;56;16,9979;55;217;272;5987;;;
07.05.2012 13:00;2;0;1;2;24,6;31,06;53;22,0028;75;197;272;7397;;;
10.05.2012 12:00;2;0;1;1;21,32;25;48;27,9993;65;207;272;7468;;;
05.06.2012 15:00;2;0;1;2;23,78;27,275;46;8,9981;54;218;272;7807;;;
19.06.2012 13:00;2;0;1;1;30,34;34,09;58;8,9981;69;203;272;8141;;;
03.07.2012 09:00;3;0;1;1;32,8;37,12;49;11,0014;46;226;272;8209;;;
03.07.2012 12:00;3;0;1;1;36,08;37,88;28;12,998;74;198;272;8212;;;
10.07.2012 12:00;3;0;1;1;32,8;35,605;41;8,9981;69;203;272;8380;;;
19.08.2012 11:00;3;0;0;3;26,24;29,545;78;11,0014;83;189;272;9051;;;
06.09.2012 21:00;3;0;1;1;26,24;28,79;89;11,0014;32;240;272;9205;;;
01.10.2012 11:00;4;0;1;1;23,78;27,275;46;0;76;196;272;9531;;;
06.11.2012 15:00;4;0;1;1;13,94;15,91;46;16,9979;45;227;272;10111;;;
04.12.2012 13:00;4;0;1;2;22,14;25,76;64;11,0014;39;233;272;10516;;;
15.12.2012 18:00;4;0;0;1;15,58;19,695;58;11,0014;40;232;272;10785;;;
05.04.2011 17:00;2;0;1;1;17,22;21,21;38;27,9993;27;246;273;1437;;;
11.05.2011 20:00;2;0;1;1;22,14;25,76;64;8,9981;28;245;273;2039;;;
10.11.2011 18:00;4;0;1;2;14,76;17,425;81;11,0014;10;263;273;4745;;;
15.03.2012 13:00;1;0;1;2;27,06;31,06;41;6,0032;62;211;273;6679;;;
18.06.2012 21:00;2;0;1;2;25,42;29,545;73;7,0015;35;238;273;8125;;;
11.07.2012 13:00;3;0;1;2;32,8;35,605;42;11,0014;65;208;273;8405;;;
07.11.2012 16:00;4;0;1;2;13,12;14,395;53;23,9994;23;250;273;10136;;;
11.11.2012 09:00;4;0;0;1;14,76;18,94;77;0;94;179;273;10224;;;
14.12.2012 12:00;4;0;1;1;14,76;17,425;50;12,998;29;244;273;10755;;;
15.12.2012 10:00;4;0;0;1;13,12;15,91;61;11,0014;23;250;273;10777;;;
17.02.2011 17:00;1;0;1;2;23,78;27,275;32;19,9995;18;256;274;823;;;
03.04.2011 17:00;2;0;0;2;18,86;22,725;28;8,9981;148;126;274;1389;;;
11.05.2011 18:00;2;0;1;1;25,42;31,06;50;19,9995;40;234;274;2037;;;
16.05.2011 17:00;2;0;1;1;23,78;27,275;88;15,0013;47;227;274;2156;;;
18.05.2011 07:00;2;0;1;1;22,14;25,76;88;12,998;14;260;274;2194;;;
14.07.2011 16:00;3;0;1;1;31,16;33,335;33;8,9981;43;231;274;3019;;;
15.07.2011 07:00;3;0;1;1;26,24;30,305;65;7,0015;17;257;274;3034;;;
02.08.2011 16:00;3;0;1;1;36,9;38,635;25;19,0012;58;216;274;3187;;;
18.08.2011 18:00;3;0;1;3;31,16;34,85;55;16,9979;48;226;274;3573;;;
05.02.2012 13:00;1;0;0;2;11,48;13,635;61;11,0014;33;241;274;5985;;;
10.03.2012 11:00;1;0;0;1;12,3;13,635;33;22,0028;56;218;274;6558;;;
12.05.2012 22:00;2;0;0;1;22,96;26,515;68;8,9981;62;212;274;7526;;;
16.05.2012 15:00;2;0;1;2;29,52;33,335;48;7,0015;52;222;274;7615;;;
04.06.2012 13:00;2;0;1;1;26,24;31,06;41;23,9994;85;189;274;7781;;;
12.06.2012 21:00;2;0;1;1;27,88;31,82;83;7,0015;41;233;274;7981;;;
17.06.2012 09:00;2;0;0;1;22,96;26,515;68;11,0014;91;183;274;8089;;;
19.07.2012 12:00;3;0;1;1;34,44;39,395;49;19,0012;59;215;274;8596;;;
06.08.2012 15:00;3;0;1;1;33,62;37,88;46;8,9981;91;183;274;8743;;;
13.08.2012 15:00;3;0;1;1;33,62;36,365;34;15,0013;80;194;274;8911;;;
16.08.2012 11:00;3;0;1;1;31,16;33,335;37;6,0032;83;191;274;8979;;;
19.08.2012 20:00;3;0;0;2;26,24;30,305;73;12,998;61;213;274;9060;;;
04.09.2012 14:00;3;0;1;1;32,8;37,88;55;27,9993;72;202;274;9150;;;
13.09.2012 14:00;3;0;1;1;29,52;32,575;39;8,9981;60;214;274;9366;;;
09.11.2012 14:00;4;0;1;1;18,86;22,725;38;12,998;67;207;274;10181;;;
11.06.2011 20:00;2;0;0;1;27,88;31,82;74;16,9979;95;180;275;2495;;;
06.07.2011 16:00;3;0;1;1;31,16;36,365;70;16,9979;57;218;275;2827;;;
03.12.2011 11:00;4;0;0;1;13,12;16,665;57;6,0032;48;227;275;5026;;;
10.02.2012 09:00;1;0;1;1;9,02;11,365;55;11,0014;10;265;275;6100;;;
06.03.2012 07:00;1;0;1;1;6,56;9,09;55;8,9981;5;270;275;6458;;;
01.04.2012 09:00;2;0;0;2;14,76;17,425;81;8,9981;102;173;275;6795;;;
16.04.2012 15:00;2;1;0;1;32,8;34,85;33;30,0026;81;194;275;7159;;;
06.07.2012 14:00;3;0;1;1;36,9;40,15;31;11,0014;91;184;275;8286;;;
11.08.2012 19:00;3;0;0;2;27,06;29,545;89;7,0015;97;178;275;8867;;;
04.09.2012 13:00;3;0;1;1;32,8;37,88;55;30,0026;72;203;275;9149;;;
12.10.2012 10:00;4;0;1;1;21,32;25;36;19,9995;75;200;275;9794;;;
08.11.2012 09:00;4;0;1;1;13,12;14,395;31;23,9994;22;253;275;10152;;;
19.04.2011 19:00;2;0;1;2;20,5;24,24;72;12,998;28;248;276;1774;;;
12.05.2011 20:00;2;0;1;1;24,6;30,305;64;12,998;56;220;276;2063;;;
13.10.2011 16:00;4;0;1;1;27,06;31,06;74;15,0013;36;240;276;4360;;;
01.12.2011 07:00;4;0;1;1;9,84;10,605;65;23,9994;11;265;276;4974;;;
02.12.2011 16:00;4;0;1;1;17,22;21,21;41;6,0032;22;254;276;5007;;;
01.02.2012 09:00;1;0;1;2;14,76;17,425;71;12,998;9;267;276;5885;;;
04.02.2012 14:00;1;0;0;2;13,12;15,15;66;15,0013;47;229;276;5962;;;
07.02.2012 16:00;1;0;1;1;18,04;21,97;35;16,9979;19;257;276;6035;;;
05.04.2012 12:00;2;0;1;1;18,04;21,97;33;0;66;210;276;6893;;;
07.04.2012 09:00;2;0;0;1;16,4;20,455;30;16,9979;103;173;276;6938;;;
08.04.2012 19:00;2;0;0;1;24,6;30,305;23;26,0027;89;187;276;6972;;;
09.04.2012 20:00;2;0;1;1;20,5;24,24;36;30,0026;21;255;276;6997;;;
06.05.2012 20:00;2;0;0;1;24,6;30,305;64;12,998;73;203;276;7380;;;
05.06.2012 14:00;2;0;1;2;23,78;27,275;46;11,0014;82;194;276;7806;;;
19.06.2012 21:00;2;0;1;1;31,16;35,605;62;11,0014;37;239;276;8149;;;
05.07.2012 12:00;3;0;1;1;36,9;40,91;35;23,9994;88;188;276;8260;;;
07.07.2012 20:00;3;0;0;1;36,9;40,91;37;11,0014;79;197;276;8316;;;
11.07.2012 15:00;3;0;1;1;32,8;35,605;41;16,9979;56;220;276;8407;;;
06.08.2012 09:00;3;0;1;3;28,7;33,335;79;11,0014;28;248;276;8737;;;
13.08.2012 12:00;3;0;1;1;31,98;34,85;40;12,998;96;180;276;8908;;;
19.08.2012 15:00;3;0;0;2;26,24;30,305;65;0;89;187;276;9055;;;
18.11.2012 18:00;4;0;0;1;14,76;17,425;66;15,0013;36;240;276;10401;;;
06.12.2012 09:00;4;0;1;1;9,84;11,365;48;12,998;19;257;276;10560;;;
17.04.2011 18:00;2;0;0;1;22,96;26,515;30;26,0027;102;175;277;1725;;;
03.06.2011 07:00;2;0;1;1;22,14;25,76;45;16,9979;25;252;277;2290;;;
18.07.2011 07:00;3;0;1;1;27,88;31,82;74;15,0013;22;255;277;3106;;;
19.07.2011 16:00;3;0;1;1;36,9;42,425;42;19,9995;61;216;277;3139;;;
19.07.2011 20:00;3;0;1;1;30,34;36,365;74;6,0032;48;229;277;3143;;;
14.09.2011 16:00;3;0;1;1;31,16;34,85;52;19,0012;36;241;277;3928;;;
06.02.2012 09:00;1;0;1;1;7,38;10,605;80;7,0015;8;269;277;6004;;;
07.07.2012 18:00;3;0;0;1;38,54;41,665;29;6,0032;83;194;277;8314;;;
12.07.2012 13:00;3;0;1;1;32,8;34,85;33;15,0013;52;225;277;8429;;;
09.08.2012 12:00;3;0;1;1;34,44;37,88;44;7,0015;85;192;277;8812;;;
11.11.2012 19:00;4;0;0;1;19,68;23,485;55;8,9981;69;208;277;10234;;;
